id,price,speed,hd,ram,screen,cores,cd,laptop,trend
669,1675,20,20,14,15,10,0,0,2
670,3862,38,7,44,23,26,0,0,4
671,3612,33,1,60,23,14,1,0,2
672,3386,30,5,32,17,28,0,0,5
673,1774,21,20,2,15,10,0,0,2
674,2531,15,8,10,17,14,0,0,2
675,3123,32,5,56,15,20,0,0,5
676,749,17,8,10,13,10,0,1,1
677,2390,17,12,14,19,22,0,0,4
678,2959,16,8,2,19,26,0,0,5
679,2669,19,16,10,17,22,0,0,5
680,2397,21,24,14,15,14,0,0,1
681,3468,32,1,60,17,28,1,0,5
682,2344,22,8,6,15,20,1,0,4
683,1379,24,8,2,17,6,0,0,2
684,2695,20,12,10,23,14,0,0,1
685,1092,15,24,14,13,4,1,0,1
686,3077,36,1,24,17,14,0,0,2
687,3437,34,3,32,19,18,0,0,5
688,2384,20,24,10,15,12,1,0,1
689,4095,34,3,32,23,22,0,0,5
690,1178,23,16,14,11,10,0,1,1
691,3594,31,7,32,19,22,0,0,5
692,1621,23,12,2,15,10,0,0,1
693,1894,22,24,2,17,10,0,0,2
694,2605,17,12,2,21,16,0,0,2
695,2200,15,16,6,23,20,1,0,4
696,4031,30,1,40,21,30,0,0,4
697,1384,19,20,14,19,4,1,0,1
698,3826,33,5,36,21,24,0,0,4
699,3619,36,1,36,19,18,0,0,4
700,4187,37,7,24,17,24,0,0,4
701,3954,36,1,24,15,30,0,0,5
702,1716,24,16,14,17,4,1,0,2
703,3844,36,1,16,17,12,1,0,2
704,3931,32,5,48,19,12,0,0,1
705,1241,15,8,6,19,10,0,0,2
706,2402,21,8,10,15,14,0,0,1
707,3455,36,7,60,17,12,0,0,2
708,986,19,20,6,13,4,0,1,1
709,3894,34,1,24,15,24,0,0,5
710,2590,19,12,6,23,24,0,0,5
711,1377,18,12,2,15,10,0,0,2
712,885,16,12,6,12,4,0,1,2
713,1847,23,16,2,15,10,0,0,2
714,1771,22,12,10,23,6,0,0,2
715,2389,24,24,2,21,26,0,0,5
716,3645,38,7,36,19,20,0,0,4
717,1165,16,20,10,13,4,0,1,2
718,3721,33,7,32,21,20,0,0,5
719,3897,39,7,44,21,26,0,0,4
720,2380,16,28,6,19,12,1,0,1
721,3262,34,5,60,15,30,0,0,5
722,2553,18,16,6,23,14,0,0,1
723,3727,33,5,24,23,30,0,0,4
724,1571,18,20,6,23,4,0,0,2
725,1616,16,24,6,15,6,1,0,1
726,3358,30,7,60,21,30,0,0,4
727,1939,20,24,14,23,10,0,0,2
728,3018,39,7,32,17,12,0,0,2
729,1469,21,16,14,17,10,0,0,2
730,2314,19,12,14,21,22,0,0,4
731,1710,18,12,2,17,8,0,0,2
732,2481,23,12,6,23,12,0,0,1
733,2322,20,20,6,21,24,0,0,4
734,3363,30,3,16,21,28,0,0,4
735,3301,31,3,40,17,28,0,0,5
736,4337,34,1,56,23,20,0,0,4
737,1514,18,20,10,23,4,0,0,1
738,1753,23,8,14,17,8,0,0,1
739,3490,33,7,52,15,14,0,0,2
740,3916,36,7,60,17,26,1,0,4
741,3100,30,5,52,15,18,1,0,4
742,939,23,8,2,13,4,0,1,1
743,2447,18,16,10,15,12,0,0,1
744,1118,21,28,2,11,8,0,1,1
745,2050,18,20,10,23,30,0,0,5
746,2737,23,28,14,19,22,0,0,4
747,1375,19,16,14,17,10,0,0,1
748,3789,37,7,28,19,24,0,0,4
749,1987,24,28,2,21,6,0,0,1
750,1403,17,20,10,23,4,0,0,1
751,2075,24,16,14,21,16,0,0,1
752,1088,18,24,14,12,10,1,0,1
753,2668,23,24,6,15,24,1,0,4
754,672,24,24,10,12,8,1,0,2
755,2614,22,20,14,17,20,0,0,4
756,2890,17,12,2,19,26,0,0,4
757,3511,38,5,48,23,30,0,0,5
758,905,22,24,10,11,10,0,1,1
759,973,22,28,6,12,10,0,1,2
760,3169,38,3,40,15,16,0,0,1
761,2264,22,20,6,15,26,1,0,4
762,2171,18,12,6,19,16,0,0,2
763,2114,19,24,10,19,14,0,0,1
764,2226,19,12,6,23,12,0,0,2
765,3515,31,7,16,23,14,0,0,1
766,2481,23,8,14,17,22,0,0,5
767,891,18,12,10,12,6,0,1,2
768,3980,33,3,48,15,18,1,0,4
769,4294,37,5,24,23,22,0,0,4
770,3240,38,5,48,19,14,1,0,1
771,3113,39,7,20,21,20,0,0,5
772,1163,20,16,10,13,10,0,1,1
773,825,21,20,6,13,6,0,1,2
774,671,19,12,14,11,4,0,1,2
775,2611,24,28,14,21,14,0,0,2
776,1659,22,20,14,21,6,0,0,2
777,3044,37,1,52,17,12,1,0,1
778,1712,21,8,6,23,6,1,0,1
779,1689,23,12,10,17,8,0,0,2
780,3759,31,1,40,17,18,0,0,4
781,619,19,28,6,12,10,0,1,2
782,614,15,28,14,11,10,0,1,2
783,3465,30,5,48,19,14,0,0,2
784,1663,16,28,6,21,10,0,0,2
785,779,24,8,10,11,10,0,1,2
786,2909,22,24,10,23,28,0,0,4
787,1732,18,8,14,19,4,1,0,2
788,1825,17,28,2,21,4,0,0,1
789,3689,32,7,16,15,16,0,0,2
790,3649,30,7,52,19,26,0,0,4
791,2207,20,20,10,17,28,0,0,5
792,3301,39,3,32,15,14,0,0,1
793,3420,35,7,40,21,14,1,0,2
794,1292,24,20,6,19,8,1,0,1
795,1263,21,24,10,23,6,0,0,1
796,1348,16,24,14,15,6,1,0,2
797,2582,20,12,2,15,12,0,0,1
798,2817,17,16,10,19,30,0,0,4
799,2373,16,8,10,17,12,0,0,1
800,3472,38,1,16,23,24,1,0,4
801,710,21,12,2,12,4,0,1,2
802,947,16,20,2,13,6,0,1,1
803,2690,22,12,2,17,12,0,0,2
804,3748,35,7,48,19,18,1,0,4
805,2100,20,28,2,17,20,1,0,5
806,3149,31,1,60,17,24,0,0,4
807,1837,23,24,2,17,10,0,0,1
808,1118,21,8,14,11,10,0,1,1
809,4244,37,5,24,19,22,1,0,5
810,2949,16,20,14,19,24,0,0,4
811,2006,19,24,14,19,14,0,0,1
812,4189,31,1,28,17,22,0,0,5
813,3699,32,5,36,17,18,0,0,4
814,2930,21,16,10,15,26,0,0,5
815,1213,22,8,2,21,4,0,0,2
816,3164,37,7,44,15,20,1,0,4
817,2755,17,12,10,17,20,0,0,4
818,3858,30,5,24,15,28,0,0,5
819,1786,23,28,2,17,10,0,0,2
820,1933,15,16,10,21,8,0,0,1
821,1639,23,24,10,17,10,0,0,2
822,2125,19,20,14,23,20,0,0,5
823,2073,20,16,14,21,14,0,0,2
824,2348,21,8,2,17,20,1,0,5
825,3133,39,5,16,19,24,0,0,4
826,2048,18,12,10,17,20,1,0,5
827,2304,23,24,10,15,24,1,0,4
828,678,16,8,14,12,8,0,1,1
829,3710,37,3,40,15,30,0,0,5
830,3961,37,1,52,21,24,0,0,5
831,1642,18,24,6,23,8,0,0,2
832,948,18,16,6,12,8,1,0,1
833,4193,30,3,40,19,18,0,0,4
834,1445,20,12,2,21,4,0,0,1
835,3009,37,5,36,23,26,0,0,5
836,3596,35,7,24,23,12,1,0,1
837,1405,23,20,10,21,6,0,0,2
838,3609,39,5,56,17,14,0,0,2
839,3183,33,5,36,19,14,0,0,2
840,2164,21,16,2,21,28,1,0,5
841,1506,18,20,6,21,6,0,0,2
842,2675,18,20,2,17,26,0,0,5
843,3980,33,5,36,23,18,1,0,5
844,1302,19,28,10,21,8,0,0,2
845,2106,16,8,14,17,12,0,0,1
846,2841,19,20,2,17,30,0,0,4
847,3782,37,3,32,23,30,0,0,4
848,1977,20,20,2,21,6,0,0,2
849,2191,23,28,6,19,22,0,0,4
850,3095,32,1,56,15,26,0,0,5
851,1544,22,28,6,23,4,1,0,1
852,836,23,24,10,13,8,1,0,2
853,652,15,28,14,12,6,1,0,1
854,929,21,20,14,12,8,0,1,2
855,557,17,20,6,11,8,0,1,1
856,3155,31,7,56,19,26,0,0,4
857,2164,18,20,2,21,14,1,0,1
858,3247,37,7,56,21,30,0,0,5
859,1659,15,16,10,23,4,0,0,1
860,2687,16,16,6,19,18,0,0,5
861,3142,33,5,24,15,14,0,0,1
862,1644,24,12,2,23,10,1,0,2
863,2479,20,8,2,15,18,0,0,5
864,3517,37,7,20,21,26,0,0,5
865,3642,31,3,36,23,20,0,0,4
866,3025,30,1,32,15,28,0,0,4
867,1745,18,8,6,21,4,0,0,2
868,2057,22,28,14,17,30,0,0,5
869,4106,39,5,20,23,30,0,0,5
870,3039,37,3,60,15,26,0,0,4
871,3022,32,5,16,15,14,0,0,2
872,1152,15,16,6,11,6,1,0,2
873,3041,39,7,52,23,16,0,0,2
874,3993,37,1,40,21,18,0,0,4
875,4001,31,1,32,23,30,0,0,5
876,3959,38,1,20,19,16,0,0,1
877,2539,20,16,14,17,30,0,0,5
878,1590,18,24,14,23,10,0,0,1
879,1349,18,16,14,23,4,0,0,1
880,1610,16,24,2,23,6,0,0,2
881,3476,35,3,44,19,30,1,0,4
882,1616,21,12,14,19,10,1,0,1
883,3692,34,5,32,21,20,1,0,5
884,3026,30,5,20,19,22,0,0,5
885,2217,19,20,6,15,12,0,0,2
886,617,20,12,2,12,4,0,1,2
887,1321,15,20,10,21,6,0,0,2
888,837,17,16,10,11,6,0,1,2
889,1486,20,28,6,19,6,0,0,2
890,855,17,8,14,11,4,0,1,2
891,2447,19,12,14,15,30,0,0,5
892,4023,33,5,28,23,20,0,0,5
893,2830,17,28,2,17,16,0,0,1
894,3898,38,7,36,19,30,0,0,5
895,4286,35,5,60,17,24,0,0,5
896,827,15,24,2,12,4,0,1,2
897,2133,17,8,14,17,28,0,0,4
898,2744,20,24,10,17,16,1,0,2
899,834,24,24,6,11,4,0,1,1
900,1658,16,20,2,23,10,0,0,2
901,2784,18,12,10,15,22,1,0,4
902,4077,34,7,48,15,16,0,0,1
903,1344,17,16,14,21,6,1,0,1
904,2874,22,24,10,23,12,0,0,2
905,3858,34,5,28,15,18,0,0,4
906,3161,34,1,60,23,14,0,0,1
907,3003,35,1,44,23,28,0,0,4
908,4284,36,5,20,19,12,1,0,2
909,3634,31,3,32,19,20,0,0,5
910,3414,33,7,28,21,14,0,0,2
911,1669,19,24,2,19,4,0,0,2
912,1027,24,12,10,11,6,0,1,1
913,1732,24,8,10,21,10,1,0,1
914,2267,22,12,6,21,26,0,0,5
915,1414,21,28,14,21,6,0,0,2
916,1706,22,28,14,19,6,0,0,2
917,1367,24,8,10,23,4,0,0,2
918,1605,16,24,10,21,4,0,0,1
919,3391,37,5,40,17,22,0,0,5
920,4127,30,7,36,21,14,0,0,1
921,4216,30,5,16,17,12,1,0,2
922,2850,18,8,10,23,20,0,0,4
923,1608,19,8,2,21,4,1,0,1
924,1418,23,8,14,15,4,0,0,2
925,3024,35,3,32,15,20,1,0,4
926,2404,16,12,2,17,26,1,0,5
927,814,16,24,14,13,8,0,1,1
928,1729,20,28,14,15,6,0,0,1
929,1138,17,16,2,12,8,0,1,1
930,1896,23,28,10,21,8,1,0,1
931,1460,18,8,14,23,8,1,0,1
932,2816,24,28,14,17,18,1,0,5
933,3386,30,1,52,21,16,0,0,2
934,2257,16,16,2,15,22,0,0,5
935,3913,39,7,52,15,18,0,0,5
936,3395,36,3,16,23,26,0,0,5
937,3298,38,5,44,21,18,0,0,5
938,1900,19,12,14,23,4,1,0,2
939,901,20,16,14,11,8,0,1,2
940,1865,16,24,10,17,6,0,0,2
941,3629,31,3,32,21,18,0,0,5
942,2773,17,24,10,21,24,0,0,5
943,516,23,8,6,11,10,1,0,1
944,3518,38,3,32,19,22,0,0,4
945,2706,15,28,10,19,22,0,0,5
946,2516,15,28,6,19,16,1,0,1
947,678,18,8,10,13,10,0,1,2
948,2718,18,20,2,23,30,0,0,5
949,1073,22,16,2,13,8,0,1,2
950,4134,38,1,48,21,14,0,0,1
951,2777,22,24,6,23,12,0,0,1
952,2926,23,8,6,21,12,0,0,2
953,2886,15,20,14,23,24,0,0,5
954,2117,23,20,6,23,28,0,0,4
955,2074,24,28,2,19,20,0,0,4
956,2922,18,12,14,17,16,0,0,1
957,551,24,28,2,11,6,0,1,1
958,1450,22,8,10,15,8,0,0,2
959,2759,16,28,6,19,18,0,0,5
960,1044,22,16,14,12,10,1,0,1
961,3113,34,3,48,21,26,0,0,4
962,917,20,12,14,11,8,0,1,1
963,4255,39,7,16,21,28,0,0,4
964,798,24,16,6,12,4,0,1,1
965,3491,38,3,40,19,18,0,0,5
966,3264,34,7,28,23,26,1,0,5
967,1766,18,16,14,15,10,0,0,2
968,2803,22,8,2,17,26,0,0,4
969,739,17,20,10,12,6,0,1,2
970,945,15,16,2,13,10,0,1,1
971,3177,37,1,40,15,24,0,0,4
972,1230,22,16,6,19,6,0,0,2
973,3277,37,3,20,17,30,0,0,4
974,956,17,12,10,12,4,1,0,2
975,2378,19,28,14,23,16,0,0,1
976,2833,18,12,2,19,28,0,0,5
977,1637,20,12,10,19,10,0,0,1
978,3196,37,1,24,15,28,1,0,4
979,4336,32,3,20,19,18,1,0,4
980,2357,15,16,6,17,20,0,0,5
981,1281,24,16,10,23,6,0,0,1
982,1655,21,28,10,21,10,0,0,1
983,1735,18,12,14,23,8,0,0,1
984,2988,20,20,14,17,24,1,0,4
985,1318,16,12,2,19,4,0,0,1
986,4349,37,7,20,21,12,0,0,1
987,3119,38,5,28,15,14,0,0,1
988,1560,20,8,6,23,6,1,0,2
989,1137,19,24,6,12,8,0,1,1
990,3920,39,5,16,15,28,1,0,5
991,2858,15,20,10,19,26,0,0,4
992,1082,20,28,10,11,6,0,1,1
993,1002,18,20,14,12,6,0,1,1
994,1623,18,16,6,19,4,0,0,2
995,1010,15,28,6,11,8,0,1,2
996,1692,19,8,10,17,4,1,0,1
997,650,20,24,10,11,10,0,1,1
998,793,24,24,6,11,10,0,1,1
999,1436,23,24,10,15,4,1,0,1
1000,2283,23,28,2,19,24,0,0,4
1001,2359,22,8,14,19,14,0,0,1
1002,3434,37,3,52,21,18,0,0,4
1003,2777,17,8,10,21,26,0,0,4
1004,2667,16,12,6,17,18,0,0,4
1005,2064,18,24,2,15,20,1,0,5
1006,3815,33,1,40,15,12,0,0,2
1007,1813,22,20,6,23,8,0,0,2
1008,2800,17,28,14,15,20,1,0,5
1009,1950,17,8,10,19,6,0,0,1
1010,1550,18,28,2,21,4,0,0,1
1011,2941,15,28,14,19,24,0,0,5
1012,1889,23,20,2,23,10,0,0,2
1013,1231,24,20,10,17,8,0,0,1
1014,4190,35,3,44,15,20,0,0,5
1015,1557,22,8,14,15,10,0,0,1
1016,3593,35,5,16,15,16,0,0,1
1017,3434,30,1,60,17,18,0,0,4
1018,2458,16,20,2,17,26,0,0,5
1019,2029,16,16,6,15,24,0,0,4
1020,1599,16,28,6,15,4,0,0,2
1021,2632,24,8,10,15,24,1,0,5
1022,2985,15,8,2,15,12,0,0,2
1023,4328,30,5,24,19,18,1,0,4
1024,3712,32,7,60,19,26,1,0,4
1025,2719,17,16,10,17,28,0,0,5
1026,3894,30,7,16,15,14,0,0,2
1027,3824,38,1,36,17,16,1,0,1
1028,2437,21,20,6,17,12,0,0,2
1029,504,21,12,2,12,10,1,0,2
1030,2572,17,12,2,21,24,1,0,5
1031,2241,21,16,14,15,16,0,0,1
1032,4192,35,1,60,23,14,1,0,2
1033,538,21,20,2,12,10,0,1,1
1034,3706,38,3,48,17,20,0,0,5
1035,3415,32,1,56,17,20,0,0,5
1036,852,21,20,14,13,6,1,0,2
1037,3105,36,3,32,15,16,0,0,1
1038,1372,17,12,10,21,4,1,0,1
1039,3302,37,7,24,19,24,0,0,4
1040,1770,24,16,14,21,6,0,0,2
1041,3786,32,3,40,17,28,0,0,4
1042,3426,33,7,32,17,30,0,0,5
1043,1967,24,16,14,21,4,0,0,2
1044,3086,35,3,20,17,28,0,0,5
1045,2398,15,12,10,19,26,0,0,4
1046,1216,21,28,14,19,6,1,0,1
1047,3585,31,3,16,21,22,0,0,5
1048,1561,23,16,10,17,4,0,0,2
1049,750,20,24,2,13,8,0,1,2
1050,2584,17,20,14,21,18,1,0,4
1051,2396,15,28,6,23,14,1,0,2
1052,3719,38,5,16,15,14,0,0,2
1053,798,22,24,10,12,4,0,1,1
1054,3560,36,1,24,23,20,1,0,4
1055,4304,38,5,40,17,24,1,0,5
1056,1244,16,28,6,17,10,1,0,1
1057,3789,37,5,40,17,18,0,0,4
1058,2694,19,20,2,15,14,0,0,1
1059,4014,34,1,24,17,20,0,0,5
1060,1248,23,24,14,23,10,1,0,2
1061,3651,32,3,24,23,16,0,0,2
1062,4299,30,1,20,21,12,0,0,1
1063,3299,33,5,28,19,28,0,0,4
1064,4176,38,7,36,15,26,1,0,5
1065,2274,24,8,6,23,22,0,0,5
1066,2355,19,8,10,19,16,0,0,1
1067,4098,37,5,16,23,20,0,0,4
1068,2341,17,28,10,23,12,0,0,2
1069,1087,23,12,10,11,8,0,1,1
1070,1156,16,8,6,11,4,1,0,1
1071,740,19,8,10,13,4,1,0,1
1072,2804,24,20,6,19,14,1,0,2
1073,1425,22,28,14,19,4,0,0,2
1074,2492,22,16,6,21,24,1,0,4
1075,1553,21,20,10,19,8,0,0,1
1076,3945,34,7,44,15,26,0,0,5
1077,514,23,20,6,12,10,0,1,1
1078,3747,30,1,56,23,30,0,0,4
1079,2364,24,24,6,15,22,1,0,4
1080,2871,24,16,6,21,14,0,0,2
1081,2306,21,28,14,21,28,0,0,5
1082,3370,37,5,40,21,12,0,0,2
1083,1706,15,28,2,21,10,0,0,1
1084,874,21,16,10,11,6,0,1,1
1085,2504,23,24,10,15,30,1,0,5
1086,3045,36,3,40,15,16,0,0,1
1087,3993,31,1,44,21,18,0,0,5
1088,1703,18,8,10,23,8,0,0,2
1089,1091,21,24,14,12,4,0,1,1
1090,3928,36,5,28,21,12,1,0,1
1091,2557,16,8,2,23,30,0,0,5
1092,1000,22,24,2,13,6,1,0,1
1093,3748,33,1,28,15,30,1,0,4
1094,1274,22,12,14,17,10,0,0,2
1095,1504,16,24,10,15,8,1,0,2
1096,3835,39,1,28,19,30,0,0,5
1097,2336,18,24,10,23,30,1,0,4
1098,1272,17,16,2,21,10,1,0,2
1099,3904,37,1,16,23,30,1,0,4
1100,3703,31,3,44,23,16,0,0,2
1101,1169,23,16,6,12,8,0,1,1
1102,585,18,12,2,12,4,0,1,1
1103,1515,24,20,10,17,4,0,0,2
1104,1311,16,16,14,19,8,0,0,2
1105,3323,30,7,16,17,30,0,0,5
1106,997,15,16,2,12,10,0,1,2
1107,3449,38,3,56,15,26,0,0,4
1108,1551,19,16,14,15,4,0,0,1
1109,1512,24,24,10,15,6,1,0,2
1110,2049,15,12,14,15,22,0,0,5
1111,2946,21,16,14,21,24,0,0,5
1112,3441,36,7,24,17,30,0,0,5
1113,661,17,8,6,11,10,0,1,2
1114,2880,22,20,6,21,24,1,0,5
1115,2397,20,16,2,21,14,0,0,1
1116,4227,30,5,24,19,26,0,0,5
1117,2036,20,16,14,15,28,1,0,4
1118,1154,23,20,14,11,8,0,1,1
1119,1427,22,20,2,23,4,0,0,2
1120,2227,21,12,6,19,14,0,0,1
1121,2871,24,8,10,17,16,0,0,1
1122,2284,18,28,6,17,22,1,0,4
1123,885,15,16,6,12,6,0,1,1
1124,3185,36,5,48,15,28,0,0,4
1125,1345,24,28,6,23,4,0,0,1
1126,3266,35,3,52,21,28,0,0,4
1127,786,17,8,14,13,6,0,1,1
1128,769,18,28,2,12,6,0,1,1
1129,2040,15,20,2,21,30,1,0,5
1130,1112,21,16,6,12,4,1,0,2
1131,3192,39,5,48,21,28,1,0,4
1132,1655,24,8,2,17,10,0,0,1
1133,2041,22,16,14,17,14,0,0,1
1134,3887,31,7,24,15,24,0,0,5
1135,2954,20,20,10,17,18,0,0,4
1136,3670,33,7,44,23,26,0,0,4
1137,835,16,12,14,11,4,0,1,2
1138,3186,38,3,48,19,16,0,0,1
1139,3448,38,1,16,17,20,1,0,5
1140,3783,39,5,36,19,28,0,0,4
1141,3371,34,1,48,23,20,0,0,4
1142,2635,15,12,6,23,30,0,0,5
1143,4271,36,7,32,19,28,0,0,5
1144,4070,33,5,16,15,30,0,0,4
1145,3144,32,1,56,23,12,1,0,2
1146,1934,21,20,2,21,8,0,0,2
1147,3315,39,1,40,19,18,0,0,5
1148,1877,20,24,10,19,6,0,0,2
1149,1899,19,24,10,17,6,0,0,1
1150,3393,35,5,28,15,20,0,0,4
1151,1533,18,8,10,21,10,0,0,1
1152,1921,17,28,14,21,6,0,0,1
1153,1442,15,8,14,23,6,0,0,2
1154,892,15,28,2,11,10,1,0,2
1155,3947,36,1,40,23,20,0,0,4
1156,2959,22,8,10,23,24,0,0,5
1157,1567,24,28,2,19,10,0,0,2
1158,1711,21,28,14,19,10,0,0,1
1159,1374,23,16,2,23,8,0,0,2
1160,1931,19,8,14,23,10,0,0,1
1161,2338,24,8,10,15,26,0,0,4
1162,3279,37,1,48,19,12,0,0,2
1163,940,20,24,14,12,4,1,0,2
1164,2576,23,24,14,23,20,1,0,4
1165,2275,15,16,6,17,30,0,0,4
1166,2626,19,20,2,21,18,0,0,5
1167,1929,18,16,6,23,10,0,0,2
1168,4340,30,5,32,15,24,1,0,4
1169,3203,30,5,24,17,12,0,0,1
1170,617,16,28,2,12,8,0,1,1
1171,543,23,8,10,11,4,0,1,1
1172,4264,34,3,60,19,12,1,0,1
1173,1542,20,20,10,21,6,0,0,2
1174,1946,22,20,6,19,4,0,0,1
1175,3488,32,3,56,17,18,1,0,5
1176,1004,24,16,10,12,10,1,0,2
1177,2923,19,28,2,23,24,0,0,4
1178,3957,33,1,48,19,20,0,0,4
1179,2704,18,24,14,19,22,1,0,5
1180,2616,23,20,14,19,14,1,0,1
1181,3003,30,3,52,23,24,0,0,4
1182,3565,39,1,24,15,26,0,0,5
1183,4303,30,3,32,23,22,0,0,5
1184,2220,20,8,10,21,20,1,0,5
1185,2658,23,24,6,15,18,0,0,4
1186,671,15,16,14,12,10,0,1,2
1187,925,19,20,6,12,4,0,1,2
1188,2791,15,12,10,21,28,0,0,5
1189,2249,18,20,6,23,30,0,0,5
1190,2337,19,12,10,15,28,0,0,5
1191,1390,17,20,14,19,8,0,0,2
1192,1965,22,12,2,15,8,0,0,2
1193,1210,23,24,2,19,8,0,0,2
1194,1647,17,28,14,17,4,0,0,1
1195,3871,32,5,16,19,16,0,0,1
1196,2600,17,20,10,19,22,1,0,5
1197,1767,24,20,6,21,4,0,0,1
1198,1545,17,8,14,19,4,0,0,2
1199,1657,15,24,10,15,6,0,0,2
1200,3289,39,7,40,17,20,0,0,5
1201,4148,35,7,52,19,30,1,0,4
1202,1639,21,8,2,15,8,0,0,1
1203,3863,36,3,20,17,26,0,0,4
1204,3014,31,5,32,17,14,0,0,2
1205,1770,23,20,2,23,10,0,0,1
1206,1030,22,24,6,12,8,0,1,2
1207,4288,35,1,48,15,12,1,0,1
1208,932,22,28,6,11,4,1,0,1
1209,940,21,20,6,13,6,1,0,2
1210,3738,33,3,24,19,14,0,0,1
1211,2234,22,8,2,23,22,0,0,5
1212,1386,23,20,2,15,6,0,0,1
1213,3956,37,7,56,17,14,1,0,1
1214,1760,20,12,2,19,4,1,0,1
1215,3935,31,1,20,23,12,0,0,2
1216,1130,20,28,14,11,4,0,1,1
1217,1047,21,28,14,13,10,0,1,2
1218,817,16,16,10,12,6,0,1,2
1219,3403,38,5,16,23,26,0,0,5
1220,2647,17,28,6,17,14,0,0,2
1221,4105,38,3,52,19,16,0,0,1
1222,1981,19,24,6,21,6,0,0,1
1223,3888,34,5,16,23,18,1,0,4
1224,1828,16,24,6,15,4,1,0,1
1225,2450,18,28,6,15,30,0,0,4
1226,2248,24,16,14,19,16,1,0,2
1227,816,20,28,14,11,4,1,0,2
1228,1445,20,12,2,17,4,0,0,1
1229,3316,37,7,32,19,16,1,0,1
1230,568,20,16,2,13,4,1,0,2
1231,2363,22,24,6,15,24,0,0,4
1232,555,22,8,14,12,10,0,1,2
1233,1803,18,8,6,17,10,0,0,1
1234,1614,15,8,6,21,4,0,0,1
1235,1207,22,28,6,23,4,0,0,2
1236,1123,21,28,6,13,6,0,1,1
1237,626,18,20,14,13,6,0,1,2
1238,4068,34,5,20,21,24,1,0,4
1239,3352,31,7,52,17,12,1,0,1
1240,4333,36,7,32,23,30,0,0,5
1241,936,18,28,6,13,8,1,0,2
1242,3873,33,1,24,21,18,0,0,5
1243,1962,20,8,10,23,6,0,0,1
1244,1200,17,12,14,17,6,1,0,1
1245,947,15,16,6,11,6,0,1,1
1246,1827,16,8,10,19,4,0,0,1
1247,3769,38,1,52,21,12,0,0,2
1248,546,15,16,14,11,8,0,1,2
1249,4047,30,3,36,15,14,0,0,1
1250,1391,19,24,10,17,8,0,0,1
1251,3078,31,1,32,17,26,0,0,4
1252,1404,17,16,2,15,8,1,0,2
1253,1546,23,20,2,17,4,0,0,1
1254,886,19,20,6,11,10,0,1,1
1255,2661,15,8,10,23,26,0,0,5
1256,522,20,16,14,13,4,0,1,2
1257,3629,35,5,52,19,12,0,0,1
1258,2800,19,16,10,21,12,1,0,1
1259,4048,34,1,60,17,28,1,0,5
1260,1976,16,12,10,21,6,1,0,1
1261,3490,37,1,48,17,18,0,0,4
1262,2205,16,20,10,15,30,0,0,4
1263,3593,33,7,36,23,22,0,0,4
1264,4079,32,5,20,21,30,0,0,4
1265,748,16,8,6,12,8,1,0,1
1266,1717,19,16,10,21,4,0,0,1
1267,1581,18,16,14,15,10,0,0,2
1268,1585,22,28,10,19,8,0,0,1
1269,1663,16,8,2,21,4,0,0,2
1270,3078,33,3,20,17,12,0,0,1
1271,725,16,16,2,11,8,0,1,1
1272,2549,23,20,6,15,28,0,0,5
1273,2673,16,24,14,23,22,0,0,5
1274,1017,22,24,2,12,8,0,1,1
1275,4029,37,7,40,21,28,0,0,4
1276,2631,20,16,10,17,16,0,0,2
1277,847,15,8,14,12,4,0,1,2
1278,3515,34,3,60,19,16,0,0,2
1279,4143,37,5,32,23,18,0,0,4
1280,3627,30,3,40,21,16,0,0,1
1281,699,20,28,10,13,4,0,1,2
1282,2543,23,16,14,15,12,0,0,2
1283,3407,36,1,60,17,20,0,0,4
1284,1385,17,16,2,17,6,0,0,2
1285,2637,18,12,6,17,26,0,0,4
1286,877,23,8,6,11,10,0,1,2
1287,1490,24,24,2,21,4,0,0,2
1288,3129,36,5,16,17,24,0,0,4
1289,2326,16,24,14,21,12,0,0,1
1290,1830,19,24,2,23,6,0,0,2
1291,2712,22,16,10,15,30,1,0,4
1292,1958,21,16,10,21,10,0,0,1
1293,4310,34,3,24,15,14,0,0,1
1294,3269,32,3,24,19,16,0,0,2
1295,1723,16,20,6,17,6,0,0,2
1296,2910,24,28,6,17,16,0,0,1
1297,2274,16,24,6,21,20,0,0,5
1298,3355,31,7,32,21,22,0,0,5
1299,3343,30,3,40,23,20,0,0,5
1300,2822,23,24,14,17,16,0,0,1
1301,1475,19,16,10,17,10,0,0,2
1302,2470,18,8,6,15,30,0,0,5
1303,4335,38,1,52,15,26,0,0,4
1304,1027,21,28,6,13,4,0,1,2
1305,3305,39,7,20,15,28,0,0,5
1306,3566,37,1,52,19,20,0,0,4
1307,3512,37,7,40,19,28,1,0,4
1308,3944,37,1,60,19,16,1,0,2
1309,1318,21,20,6,17,10,0,0,1
1310,2561,20,24,10,15,18,0,0,5
1311,1441,18,16,10,19,6,0,0,2
1312,789,19,12,2,11,6,0,1,2
1313,3804,37,3,60,17,18,1,0,4
1314,4055,30,7,56,21,12,0,0,1
1315,964,20,28,6,11,8,1,0,1
1316,2099,22,8,2,21,18,0,0,4
1317,2993,21,24,2,17,26,0,0,5
1318,3821,38,3,36,23,24,0,0,5
1319,1731,19,8,14,15,8,0,0,1
1320,616,23,24,2,12,8,1,0,2
1321,1724,17,16,2,17,8,1,0,1
